hardness,computed_hardness
hardness,computed_hardness
hardness,computed_hardness
hardness,computed_hardness
hardness,computed_hardness
hardness,computed_hardness
hardness,computed_hardness
0,0.3010241721894341
1,0.30102545701316796
2,0.6020538297725391
3,0.6020546556841515
4,0.6020553339038541
5,0.6020568441160952
6,0.602056886588054
7,0.6020575819349135
8,0.6020580207229665
hardness,computed_hardness
0,0.3010299956639812
1,0.3010299956639812
2,0.6020599913279624
3,0.6020599913279624
4,0.6020599913279624
5,0.6020599913279624
6,0.6020599913279624
7,0.6020599913279624
8,0.6020599913279624
hardness,computed_hardness
hardness,computed_hardness
hardness,computed_hardness
0,0.3010299956639812
1,0.3010299956639812
2,0.6020599913279624
3,0.6020599913279624
4,0.6020599913279624
5,0.6020599913279624
6,0.6020599913279624
7,0.6020599913279624
8,0.6020599913279624
hardness,computed_hardness
0,0.3010299956639812
hardness,computed_hardness
hardness,computed_hardness
0,0.3010299956639812
1,0.3010299956639812
hardness,computed_hardness
0,0.3010299956639812
1,0.3010299956639812
hardness,computed_hardness
0,0.3010299956639812
1,0.3010299956639812
hardness,computed_hardness
